sep=,
Wisdom,Randomization,role,object_class,Medical,MaxHitPoints,Marksmanship,Affiliation,id,Portrait,Leadership,CustomEquipGear,Health,Tier,VoiceResponseId,Dexterity,gender,pollyvoice,Mechanical,StartingLevel,neutral_retaliate,Agility,MaxAttacks,Explosives,unitPowerModifier,group,Strength,elite,Comment,eliteCategory,PickCustomArchetype,archetype,AlwaysUseOpeningAttack,BigPortrait,OpeningAttackType,PinnedDownChance,immortal,FallbackMissingVR,CanManEmplacements,body_type,species,RewardExperience,militia,PersistentSessionId,RepositionArchetype,dummy,reincarnate,SalaryMaxLv,HireStatus,Specialization,IsMercenary,SalaryLv1,infected,SalaryIncrease,StartingSalary,Nationality,MedicalDeposit,DurationDiscount,Haggling,LegacyNotes,ImportantNPC,RetreatBehavior,villain,DefeatBehavior,Lives,HealPersistentOnSpawn
81,,,UnitData,17,91,78,,Igor,UI/MercsPortraits/Igor,4,function: 0000029967DB7518,90,,Igor,74,Male,Geraint,36,2,,89,,19,,MercenariesOld,85,,,,,,,UI/Mercs/Igor,,,,,,,,,,,,,,3500,,AllRounder,true,275,,290,450,Russia,large,,high,"""Following in his uncle's footsteps won't be easy for Igor. His uncle Ivan Dolvich is legendary. Igor may be new to A.I.M. but he is by no means new to armed combat--he developed his abilities for stealth while in action in Chechnya. Most importantly, his bloodline speaks volumes about his potential. Igor and Ivan are already being referred to as the Russian ""I-Team."""" - A.I.M. Dossier

Additional info: 

Russian accent.
Has had plenty of exposure to alcohol due to the horrors of war, though not as much of a drunk as Larry. 
Uses odd expressions, which sometimes come off as strange and funny.
Admires his uncle, Ivan, but probably lacks the fortitude and discipline to be like him.
His affordable rates and good physical stats makes him a good choice for the opening game.",,,,,,
82,,,UnitData,15,94,92,,Ivan,UI/MercsPortraits/IvanPortrait,35,,94,Elite,Ivan,95,Male,Russell,14,4,,91,,55,,MercenariesOld,87,,,,,,,UI/Mercs/Ivan,,,,,,,,,,,,,,6200,,Marksmen,true,1400,,200,2650,Russia,,,,"JA1

""A new member and a onetime decorated Major in the Red Army, Ivan Dolvich has, like his country, switched from killing for Lenin to dying for Lincolns. However, unlike his homeland, Ivan actually appears to be good at it."" 

JA2

""Ivan, a former highly decorated Red Army Major, joined the organization over three years ago on a freelance assignment. Despite serious difficulties communicating in English, he took the mercenary world by storm, breaking all kill-rate records and tallying up the kind of stats that perhaps only he himself is capable of breaking. Ivan himself says it best, 'gun, all gun, like finger on hand.' In order to improve his relationship with commanders, Ivan has enrolled in an ""English as a second language"" course.""

Skills - Auto Weapons; Heavy Weapons",,,,,,
58,,,UnitData,70,69,62,Secret,Larry,UI/MercsPortraits/Larry_Addiceted,18,,69,,,73,Male,,14,3,,72,,92,,MercenariesOld,67,,,,,,,UI/Mercs/Larry_Addicted,,,,,,,,,,,,,,0,MIA,ExplosiveExpert,true,0,,,,UnicornLand,,,,"JA1:

""On probationary standing, Larry Roachburn, a somewhat respected explosives expert, was a young survivor of the C.I.A./L.S.D. years. And when not on assignment, he continues to subject his body to the whims of pharmaceutical researchers around the world.""

JA2 Alumni:

""After eight attempts at rehab without any sustained success, AIM was little choice but to terminate Larry Roachburn's membership within the organization. From what we understand, the death of his father has persuaded him to take yet another attempt at ridding himself of his demons and ridding his body from decades of toxicity. The organization wishes him the best of luck in all his future endeavors.""

JA2 MERC:

""There's no denying that Larry has had his share of substance abuse problems in the past, and despite many attempts at rehabilitation, the demons remain. Roachburn has recently spent six months at an exclusive and classy rehab center undergoing treatment. Having completed the program, he proclaims himself cured and ready for duty.

Additional Info:Larry spent most of his spare time in rehab studying pharmacology which has tremendously improved his medical knowledge.""

Additional Info

Larry's drug habits have made him forgetful, and he will often stop in the middle of a task in need of a reminder, losing AP.
His brother Gary derisively refers to him as ""Anything But A Placebo"" Larry.

Jagged Alliance/Deadly Games
Having ruined his health with drugs, Larry loses rather than gains stats at the end of a day, a trait normally reserved to old mercs.

Jagged Alliance 2

Larry has two different personalities - clean and relapsed. After hiring, he can relapse under certain conditions, losing a lot of stat points, making him almost useless.

As long as he stays clean he's the sociable sort, and loves to hang around other mercs (with some exceptions). However, once relapsed he loses focus and becomes forgetful, preferring the loner lifestyle.

Relapse conditions

Stationary passing time while assigned to squad, carrying energy booster, regeneration booster, medical kit, or any type of alcohol. First aid kits are excluded.

Stationary passing time while assigned to squad, carrying none of the above items, in any city sector that has a bar.
The easiest way to prevent a relapse while carrying any of the above items, is keeping Larry busy, assigning him to squad only to travel and fight. And even though sleeping whilst assigned to squad (eg. after travelling) would be safe, there's no wake-up call and Larry's very quick to get his hands on something ""groovy"".

Getting clean

Luckily there's an easy way to get him clean. A one day speed course called ""walkabout"". Within a short while, needing a rest at least once, he's as fit as a fiddle again. As mentioned above, carrying any of the ""relapse triggering items"" isn't a problem per se, just keep a very close tab on him waking up.

Due to strength loss, Larry can be severely encumbered while on the ""walkabout"" and damage his strength and/or health. Damaged strength will be temporary and reset as soon as he's clean, even though it still looks red for a short while. Damaged health will be permanent until dismissed! Dismissing him will reset health back to what it was.",,,,,,
70,,,UnitData,70,69,70,Secret,Larry_Clean,UI/MercsPortraits/Larry,18,,63,,,79,Male,,14,3,,77,,92,,MercenariesOld,67,,,,,,,UI/Mercs/Larry,,,,,,,,,,,,,,0,MIA,ExplosiveExpert,true,0,,,,USA,,,,"JA1:

""On probationary standing, Larry Roachburn, a somewhat respected explosives expert, was a young survivor of the C.I.A./L.S.D. years. And when not on assignment, he continues to subject his body to the whims of pharmaceutical researchers around the world.""

JA2 Alumni:

""After eight attempts at rehab without any sustained success, AIM was little choice but to terminate Larry Roachburn's membership within the organization. From what we understand, the death of his father has persuaded him to take yet another attempt at ridding himself of his demons and ridding his body from decades of toxicity. The organization wishes him the best of luck in all his future endeavors.""

JA2 MERC:

""There's no denying that Larry has had his share of substance abuse problems in the past, and despite many attempts at rehabilitation, the demons remain. Roachburn has recently spent six months at an exclusive and classy rehab center undergoing treatment. Having completed the program, he proclaims himself cured and ready for duty.

Additional Info:Larry spent most of his spare time in rehab studying pharmacology which has tremendously improved his medical knowledge.""

Additional Info

Larry's drug habits have made him forgetful, and he will often stop in the middle of a task in need of a reminder, losing AP.
His brother Gary derisively refers to him as ""Anything But A Placebo"" Larry.

Jagged Alliance/Deadly Games
Having ruined his health with drugs, Larry loses rather than gains stats at the end of a day, a trait normally reserved to old mercs.

Jagged Alliance 2

Larry has two different personalities - clean and relapsed. After hiring, he can relapse under certain conditions, losing a lot of stat points, making him almost useless.

As long as he stays clean he's the sociable sort, and loves to hang around other mercs (with some exceptions). However, once relapsed he loses focus and becomes forgetful, preferring the loner lifestyle.

Relapse conditions

Stationary passing time while assigned to squad, carrying energy booster, regeneration booster, medical kit, or any type of alcohol. First aid kits are excluded.

Stationary passing time while assigned to squad, carrying none of the above items, in any city sector that has a bar.
The easiest way to prevent a relapse while carrying any of the above items, is keeping Larry busy, assigning him to squad only to travel and fight. And even though sleeping whilst assigned to squad (eg. after travelling) would be safe, there's no wake-up call and Larry's very quick to get his hands on something ""groovy"".

Getting clean

Luckily there's an easy way to get him clean. A one day speed course called ""walkabout"". Within a short while, needing a rest at least once, he's as fit as a fiddle again. As mentioned above, carrying any of the ""relapse triggering items"" isn't a problem per se, just keep a very close tab on him waking up.

Due to strength loss, Larry can be severely encumbered while on the ""walkabout"" and damage his strength and/or health. Damaged strength will be temporary and reset as soon as he's clean, even though it still looks red for a short while. Damaged health will be permanent until dismissed! Dismissing him will reset health back to what it was.",,,,,,
83,,,UnitData,35,89,83,,Len,UI/MercsPortraits/Len,68,function: 000002996CB03890,87,Legendary,Len,88,Male,Russell,54,7,,78,,47,,MercenariesOld,77,,,,,,,UI/Mercs/Len,,,,,,,,,,,,,,3600,,Leader,true,170,,210,2150,USA,,,,"JA1:

""A member in excellent standing, Len Anderson has been fighting for truth and justice since his teens. A onetime member of the Green berets and a longtime member of A.I.M., his salary may seem excessive, but his extraordinary abilities easily merit the price."" - Jagged Alliance.

JA2:
""A career military man, Anderson was barely out of his teens before he joined the Green berets. After serving with distinction, he joined A.I.M. as one of its original members and fought alongside A.I.M.s founders in the battle for Angetta. Len is a strong leader, his tours of duty has earned him the respect and appreciation of many."" - Jagged Alliance 2

Additional info:
Back in his home town, the community minded Anderson teaches a NRA course on the proper care and handling of automatic weapons.

Notes:
In Jagged Alliance 2, Len's skills and experience don't advance. This is intended and not a bug (old dog and new tricks) and partly explain his very low price for his level. His baseline skills still make him worth hiring however, especially towards endgame.
Somewhat gravelly voice. Tough as nails, no-nonsense and honest in his assessments.
Respect is earned and not given with this man.
Has no fear of criticising poor leadership.
Reminds of a hard but honest drill sergeant. Tends to be very by-the-book, otherwise.",,,,,,
94,,,UnitData,81,72,68,,MD,UI/MercsPortraits/MD,4,,72,,MD,78,Male,,7,,,62,,0,,MercenariesOld,76,,,,,,,UI/Mercs/MD,,,,,,,,,,,,,,3500,,Doctor,true,525,,270,450,Canada,large,,,"""Fresh out of med school, Doctor Dawson eagerly awaits his first assignment. Although his innocent and youthful appearance has prevented others from taking him seriously but rest assured, once he saves a couple of lives, he'll be shown the kind of respect he deserves. For a man who just completed his internship, he can certainly wield a mean scalpel.""

Additional info:

Young, inexperienced, a little chattier than most of the others.
Uses some scientific terminology.
Enthusiastic and somewhat brash.
Surprises himself on occasion as he feels his way through combat.
MD has an excellent wisdom score, so you can easily train up his marksmanship",,,,,,
80,,,UnitData,24,95,94,,Magic,UI/MercsPortraits/Magic,15,,95,Legendary,Magic,98,Male,,91,5,,99,,27,,MercenariesOld,92,,,,,,,UI/Mercs/Magic,,,,,,,,,,,,,,9000,,Mechanic,true,2800,,150,4900,USA,,,,"JA1:

""Cautious, light-footed and extremely agile, Earl Walker is considered to be one of the best second story men in the business. And even when he's been fingered, his sharp eyes and deadly aim have eliminated the dilemma of witnesses!"" - Jagged Alliance

JA2:

""Magic's calm, cool, and collected demeanor sets the tone for battle. In peak physical condition, he displays razor-sharp reflexes and catlike agility. Magic can ferret out danger with astonishing acumen. And with his lethal marksmanship, he quickly and efficiently puts an end to any threat. He's nicknamed Magic due to the way doors seem to open up in front of him."" - Jagged Alliance 2

Additional info:

Voice: Deep, drawn-out and definitive
Assertive, detached and deadly.
Being a second-story man, he is regularly wanted by the police, something he shared with fellow burglar Jimmy Upton until Jimmy was caught and jailed.",,,,,,
80,,,UnitData,3,78,83,,Meltdown,UI/MercsPortraits/Meltdown,24,,78,Veteran,Meltdown,84,Female,Kendra,22,3,,77,,40,,MercenariesOld,76,,,,,,,UI/Mercs/Meltdown,,,,,,,,,,,,,,3100,,AllRounder,true,200,,,720,USA,large,,,"""Don't mess with Meltdown. She may be smiling in her file photo, but that smile is certainly deceptive. This mercenary is legendary; an enemy once died at her feet from fear before Meltdown had even raised her weapon. As for her taste in weapons, the bigger, the better. In fact, Meltdown has a tendency for overkill in virtually every aspect of her life. Jessop is remarkably ambidextrous; she can easily fire two weapons simultaneously. "" A.I.M Dossier

Additional info:

A foul-mouthed, kickass woman who could clear a bar in no time.
You'd shake in fear just looking at her.
Loves violence and killing.
Generally misanthropic, and has especially little time for cowards. Admires Rothman for his ability to instill discipline, and Rothman appreciates her no-nonsense attitude.",,,,,,
75,,,UnitData,50,85,68,,Mouse,UI/MercsPortraits/Mouse,10,,83,,,95,Female,Joanna,4,,,99,,0,,MercenariesOld,50,,,,,,,UI/Mercs/Mouse,,,,,,,,,,,,,,4300,,AllRounder,true,650,,,680,USA,,,,"JA1: DG

""Stella's friend, Anita, was a street performer throughout Europe and North Africa. Her mime act was panned in Paris, booed in Greece and stoned in Tripoli. But after meeting Miss Trammel, Mouse joined A.I.M., and brought her uncanny silence with her."" - A.I.M. Dossier, Jagged Alliance: Deadly Games

JA2: Alumni

""Anita's stint with the organization was short and rather quiet.  Known for her uncanny ability to move about unnoticed, and not much else, Mouse handed in her resignation at the same time as Dr. Margaret ""Stella"" Trammel.  It is our understnading that they moved to the Virgin Islands together where Backman serves as nurse/receptionist at Trammel's newly opened medical clinic."" -Jagged Alliance 2, Alumni Gallery",,,,,,
79,,,UnitData,11,72,84,,Nails,UI/MercsPortraits/Nails,30,,71,Elite,,88,Male,,63,4,,,,78,,MercenariesOld,90,,,,,,,UI/Mercs/Nails,,,,,,,,,,,,,,3900,,ExplosiveExpert,true,400,,,1600,USA,none,,,"JA1:

""Edgar Smorth was the leader of the largest biker gang on the continent. He's as tough as, you guessed it, Nails, and he's wanted in just about every country with law. For now, Nails has decided to lie low in A.I.M.. A word of warning - Don't mess with the vest!"" - Jagged Alliance

JA2:

""Edgar Smorth traded in his bike, leathers, and vest to become a full-time A.I.M. mercenary. In the year he's been with the organization, Nails has taken advantage of his knowledge about car bombs to become a military explosives expert. Despite his career change, he hasn't lost his combative edge or substantial belly he developed as a renegade biker. Edgar has a knack for getting into inaccessible places, just as long as they aren't too small and narrow."" - Jagged Alliance 2

Additional info:

Ex-biker, tough guy.
Voice: Heavy, deep and raspy.
Takes a jovial pleasure in killing.
Likes let out a sick laugh when he's having fun.
Calls people Scooter; a friendly put-down.
Do not even think about touching the leather jacket.",,,,,,
76,,,UnitData,11,80,84,,Raider,UI/MercsPortraits/Raider,91,function: 00000299676A1718,80,Elite,Raider,78,Male,Matthew,12,4,,71,,20,,MercenariesOld,80,,,,,,,UI/Mercs/Raider,,,,,,,,,,,,,,4200,,Leader,true,760,,220,1800,USA,,,,"""Lt. Ron Higgens is a former commander of the Los Angeles SWAT team. When he fell in love with his ace sniper, Sgt. Charlene Higgens, they managed to keep their relationship a secret up until a year ago. When they decided to marry, the L.A.P.D. refused to allow them to continue working together, so they joined A.I.M. He's organized, experienced, and decisive. Raider is a natural leader. """,,,,,,
78,,,UnitData,17,85,94,,Raven,UI/MercsPortraits/Raven,19,function: 0000029968311C50,85,Veteran,Raven,93,Female,Emma,5,2,,76,,5,,MercenariesOld,68,,,,,,,UI/Mercs/Raven,,,,,,,,,,,,,,7300,,Marksmen,true,1100,,230,1650,USA,,,,"""Former L.A.P.D. SWAT team sharpshooter, Sgt. Charlene Higgens left the force for A.I.M. so she could work alongside her husband, Ron Higgens. They prefer to take assignments together since operate with the precision of a solitary unit. If you listen to them though, you'd never realize they're married; they rarely acknowledge their personal lives during work. Raven is qualified in night operations."" - A.I.M. dossier

Additional info:

A female version of her husband. They belong together. Also good friends with Donna who is their unofficial go to doctor for treating injuries.
Less obsessive about being in charge.
A consummate professional that gets on well with everyone.
Lighter, more prone to humor
More open and outgoing.",,,,,,
81,,,UnitData,2,81,97,,Reaper,UI/MercsPortraits/Reaper,34,,80,Legendary,Reaper,92,Male,,41,6,,92,,47,,MercenariesOld,81,,,,,,,UI/Mercs/Reaper,,,,,,,,,,,,,,6400,,Marksmen,true,,,200,3600,USA,,,,"""Otherwise known as The Assassin, if you come face-to-face with Carl Sheppards, chances are you're on your last breath. The Reaper takes pride in his patience. He strides silently and uses his stealth skills to gain easy access to his victims. Carl also gets a kick out of looking them in the eye just before they die. One of his former CO's described him as ""potentially too dangerous even for A.I.M. service."" - Jagged Alliance 2

Additional info:

A loner, though not anti-social.
Sees death and killing as something spiritual.
Carries himself as if living on another plane of existence, and can be very eloquent and poetic about how he perceives things.
He's almost spooky, has an unsettling calmness.",,,,,,
79,,,UnitData,5,68,78,,Red,UI/MercsPortraits/Red,21,,66,Elite,Red,81,Male,Geraint,35,4,,66,,100,,MercenariesOld,68,,,,,,,UI/Mercs/Red,,,,,,,,,,,,,,2750,,ExplosiveExpert,true,100,,280,800,Scotland,extreme,,,"""This mad, mumbling Scotsman is from the old school of explosives where your instructor would fly by in pieces and you quickly moved up the ranks. Spragg is a survivor. With many years of experience under his wire cutters, he takes pride in teaching those military college kids a thing or two about detonation devices. Don't be thrown by Red's frantic ravings; the situation is rarely as dire as he likes to believe.""

Additional info:

Easily excitable. Goes off rants. Bit of a hothead
Pessimist. Sees situations for their worst.
Heavy Scottish accent.
Well liked by most of the other explosive experts despite his attitude.",,,,,,
83,,,UnitData,17,87,99,,Scope,UI/MercsPortraits/Scope,39,,86,Legendary,Scope,76,Female,Kendra,4,5,,89,,21,,MercenariesOld,64,,,,,,,UI/Mercs/Scope,,,,,,,,,,,,,,4900,,Marksmen,true,,,200,2600,England,,none,,"""As a former member of the British Special Forces, Sheila Sterlin was stationed in Belfast. She is en expert sharpshooter and trained in the art of urban warfare. Though she's new in the organization, Scope is a professional with impressive credentials."" - A.I.M. Dossier, Jagged Alliance: Deadly Games

""First off, a correction is in order: Sterling's previous bio mistakenly stated that she was a member of the British Special Forces when, in fact, no such service exsists. She served with the British Special Air Service (SAS). A.I.M. regrets the error and any inconvenience it may have caused.

Additional Info: Trained in urban warfare, Scope is an expert markwoman and is well-versed in night operations."" - A.I.M. Dossier, Jagged Alliance 2",,,,,,
93,,,UnitData,36,90,92,,Scully,UI/MercsPortraits/Scully,70,,90,Legendary,,95,Male,,61,5,,88,,66,,MercenariesOld,87,,,,,,,UI/Mercs/Scully,,,,,,,,,,,,,,6800,,Leader,true,1900,,200,4300,England,,,low,"JA1:

""Robert James Sullivan is a distinguished member of A.I.M. and is known in the business as a fearless ""finisher"". When the chips are down and the enemy's jugular is exposed, there's no better man with a knife in his hand than ""Scully"".""

JA2:

""The amiable Scully Sullivan is a long-time A.I.M. member. He's one of our most distinguished mercenaries and perhaps the most respected among his peers. Scully holds the A.I.M. record for the highest number of combat engagements in almost as many different countries. Need someone to snap the last breath from an enemy? Then Sullivan's your man. Scully is well-known for his skills with a bladed weapon.""

Additional info:

Scully is a super friendly guy. He's been married eight times and has twenty one kids.
Though British, he has a out-going demeanor easily mistaken for Australian. His cockney accent, tanned complexion and propensity to call people ""mate"" doesn't help.
Deadly, yet exhibits no fascination for gore.
We are told, over and over, that Scully is well known for his skill with blades.
He likely holds the record for combat engagements in Jagged Alliance 2 now due to the departure of his old friend Mike.",,,,,,
77,,,UnitData,30,95,90,,Shadow,UI/MercsPortraits/Shadow,35,,95,Legendary,,85,Male,,12,5,,96,,22,,MercenariesOld,89,,,,,,,UI/Mercs/Shadow,,,,,,,,,,,,,,4500,,Marksmen,true,,,220,2800,USA,,none,,"This ex-Ranger and sniper has turned stalking into an art form. The Shadow could be lurking about right next to you and chances are you'd never know it. That snow drift, sand dune, or piece of shrubbery could be him. Kyle Simmons has made it his business to blend into any environment for any length of time. The Shadow brings his own camouflage supplies and he wishes to make it known up-front that he doesn't share.""

Additional info:

Quiet, loner, low-key professional.
Comments are usually made to himself rather than as conversation.
A matter-of-fact type of guy, who doesn't draw attention to himself.
Voice: a confident sniper's whisper.",,,,,,
79,,,UnitData,44,80,92,,Sidney,UI/MercsPortraits/SidneyN,39,,75,Legendary,Sidney,90,Male,,0,5,,70,,15,,MercenariesOld,74,,,,,,,UI/Mercs/SidneyN,,,,,,,,,,,,,,4200,,Marksmen,true,370,,220,3600,England,,,,"JA1:
""A quiet and reflective member in excellent standing, Sidney Nettleson entertains a certain fondness for putting things to sleep permanently. Sometimes referred to as the ""Sandman,"" his low-key approach doesn't alter the fact that he is a harsh professional."" - Jagged Alliance

JA2:

""Whether it's sharing a spot of tea with British blue-bloods or putting a .38 slug into an unwanted nuisance, Sidney does it with poise and dignity. Sidney combines the mannerisms of the upper crust with the lighting quickness of a Wild West gunslinger. Years of avid cricket-playing have also given him a much-feared throwing arm."" - Jagged Alliance 2",,,,,,
85,,,UnitData,11,77,92,Secret,Spike,UI/MercsPortraits/Spike,85,,82,Legendary,,91,Male,,62,8,,88,,45,,MercenariesOld,86,,the major,,,,,UI/Mercs/Spike,,,,,,,,,,,,,,0,,Leader,true,0,,,,USA,,,,"JA:

""A seasoned veteran of international conflict, Major Spike Scallion was deservingly decorated for the unflinching courage he exhibited while evacuating the villagers of Kampoa under extremely heavy fire. This major commands respect and a sizeable fee."" 

JA2 Alumni: 

""The departure of Spike Scallion from A.I.M. was a major loss to the organization. His demeanour and unwavering command of any situation always served as a comfort for those who found themselves neck deep in it alongside him. Major Scallion was offered a lucrative long-term contract serving as a military consultant for the North Koreans and no amount of negotiation could convince him to stay.""",,,,,,
61,,,UnitData,22,99,89,,Steroid,UI/MercsPortraits/Steroid,9,function: 000002996905CD48,100,,Steroid,48,Male,,76,,,56,,13,,MercenariesOld,97,,,,,,,UI/Mercs/Steroid,,,,,,,,,,,,,,4700,,Mechanic,true,780,,240,800,Poland,none,,low,"The transition from fighting fires to firefights has gone rather well for this ex-fireman from Warsaw. His knowledge of mechanics kept the out- dated and under-funded Polish firehouse running. His eagle-eyed vision and pumped-up persistence, now keeps the enemy on the run.

Additional info:

Gontarski refuses to submit to urine testing.",,,,,,
51,,,UnitData,4,81,88,,Tex,UI/MercsPortraits/Tex,1,function: 000002996CD0C818,81,Elite,Tex,75,Male,,48,4,,77,,1,,MercenariesOld,70,,,,,,,UI/Mercs/Tex,,,,,,,,,,,,,,4700,,Marksmen,true,900,,,1800,Japan,,,,"JA1:

""A new member, Tex R. Colburn joins A.I.M. from the wide open ranges of Tokyo, Japan. This asian cowboy-wannabe has limited experience, but seems to pick up on things rather quickly. However, you will have to put up with some pretty annoying ""B"" western cliches!"" 

JA2 Alumni:

""One of our more colourful warriors, Tex Colburn, handed in his six-shooters to fulfill his dream of starring on the big screen. As a rising star of japanese westerns, he played the lead in ""Much Dust, Many Bullets."" and has recieved glowing reviews for his roles in the classic films ""Attack of the Clydesdales"" and ""Have Honda, will travel."". 

""One of out more colourful warriors, Tex Colburn has returned to the mercenary life. As a star of japanese westerns, he played the lead in ""Much Dust, Many Bullets."" and has recieved glowing reviews for his roles in the classic films ""Attack of the Clydesdales"" and ""Have Honda, Will Travel."" Tex is quick with a .357 in each hand, and travels with his own stage makeup"". - M.E.R.C. dossier, v1.13

After taking leave from A.I.M. in Jagged Alliance 2, Tex appears again in Tracona, at Betty Fung Convenience Store and Video Outlet, on a celebrity tour of third-world countries to promote his latest movie, ""Wild, Wild East"".  Disgruntled with the life of a Hollywood celebrity and feeling nostalgic for his days as a mercenary with A.I.M., he can be easily persuaded to join forces with your mercenaries.",,,,,,
93,,,UnitData,72,96,74,,Thor,UI/MercsPortraits/Thor,61,,97,Veteran,,84,Male,,35,3,,83,,11,,MercenariesOld,89,,,,,,,UI/Mercs/Thor,,,,,,,,,,,,,,4950,,Doctor,true,570,,,1600,Germany,none,long only,,"""This vegetarian New Age healer has an amazing grasp of medicine for a man who's never seen the inside of a university med school. He also has a decent grasp for killing quickly and quietly. Born on outskirts of Berlin, he now calls California home where he lives in the mountains with his newborn son and ex-wife, Cassandra.""

Additional info:

Slight German accent
An easy-going new age, professional killer with scientific terminology in his dialogue
Switches to German expressions when the situation is tense.
He switches between the direct rigidity of his upbringing and his new found inner-tranquillity.",,,,,,
85,,,UnitData,18,79,85,,Vicki,UI/MercsPortraits/Vicky,33,function: 000002996C508710,79,Elite,Vicki,72,Female,Aditi,95,4,,84,,28,,MercenariesOld,70,,,,,,,UI/Mercs/Vicky,,,,,,,,,,,,,,5300,,Mechanic,true,700,,290,2000,Jamaica,large,,,"""Victoria Waters is without a doubt A.I.M.s finest female mercenary. Possessing deadly aim, determination and an experience class any mercenary would be proud of, Victoria works best with her hands and is currently restoring her dads '64 Chevy."" - Jagged Alliance

JA1:

""Whether it's repairing a handgun or firing off automatic weapon bursts, the ambidextrous Victoria Waters works best with her hands. Aside from working for A.I.M., Vicki spends her spare time managing Vicki's Vintage Automobiles, her own restoration and antique car dealership. Despite constant teasing, Vicki insists on using the stairs no matter how tall the building."" - Jagged Alliance 2

JA2:

Additional info:
Jamaican accent.
Very methodical and determined. No-nonsense.
The easy-going accent, contrasts her forceful dialogue. It also contrasts her mechanical abilities by giving her a sense of sophistication.",,,,,,
75,,,UnitData,48,90,79,,Wolf,UI/MercsPortraits/Wolf,18,,90,Veteran,Wolf,86,Male,,65,3,,83,,43,,MercenariesOld,87,,,,,,,UI/Mercs/Wolf,,,,,,,,,,,,,,3500,,AllRounder,true,600,,,1150,USA,large,long only,high,"JA1:

Appropriately known as ""Wolf"", Peter Sanderson has been tracking down the enemy and acquiring a well-rounded knowledge of all mercenary disciplines as a member of A.I.M. over the past four years. His reputation is that of a proven professional."" - A.I.M. Dossier, Jagged Alliance

JA2:

""Peter Sanderson just returned from a six-month absence. He booked off on personal leave to take an intensive physical training program and various other courses to top-off his status as a jack-of-all-trades. Having lost over forty pounds, he's in the best shape he has ever been in and A.I.M., as a result, has gladly renewed his membership.

Additional info: When not on assignment, Sanderson instructs a Wolverine Civil Defense unit during the evenings."" - A.I.M. Dossier, Jagged Alliance 2

Just a solid guy to have around. For his price tag and skill set he's a great addition to almost any team. Wolf does prefer the life of a loner though, and will do better if no other merc is close by.",,,,,,
58,,,UnitData,24,69,57,Other,BiffNPC,UI/NPCsPortraits/Biff,13,,73,,BiffNPC,71,Male,,0,3,,74,2,4,,NPC,41,,,,,,,UI/NPCs/Biff,,,,,,,,0,,NPC_Biff,,,,,,ExplosiveExpert,,,,,,,,,,,true,,,,,
82,true,,UnitData,49,60,80,Other,Bounce,UI/NPCsPortraits/Bounce,0,,75,,Bounce,80,Male,Joey,0,5,true,72,2,0,,NPC,61,,,,,,,UI/NPCs/Bounce,,,,,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
82,true,,UnitData,49,60,80,Other,BounceDiesel,UI/NPCsPortraits/Bounce,0,,75,,Bounce,80,Male,Joey,0,5,true,72,2,0,,NPC,61,,,,,,,UI/NPCs/Bounce,,,,,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
50,true,,UnitData,0,60,40,Thugs,Broker,UI/NPCsPortraits/LaleetheBroker,,,50,,,90,Male,Joey,0,,true,70,2,0,,NPC,50,,,,,,,UI/NPCs/LaleetheBroker,,,,,,,,0,,NPC_Lalee,,,,,,,,,,,,,,,,,true,,,,,
50,true,,UnitData,20,60,40,Civilian,Butler,UI/NPCsPortraits/TheButler,20,,50,,,,Male,Matthew,40,,,40,2,65,,NPC,50,,,,,,,UI/NPCs/TheButler,,,,,,,,0,,NPC_Butler,,,,,,,,,,,,,,,,,true,,,,,
80,true,Commander,UnitData,25,,85,Rebel,Chimurenga,UI/NPCsPortraits/Chimurenga,90,,85,,Chimurenga,90,Male,,0,7,,90,2,40,,NPC,90,,,,,,,UI/NPCs/Chimurenga,,,,,,,,0,,NPC_Chimurenga,,,,,,,,,,,,,,,,,true,None,true,Defeated,,
100,true,,UnitData,30,100,100,Adonis,CorazonSantiago,UI/NPCsPortraits/CorazonSantiago,100,,100,,CorazonSantiagoEnemy,100,Female,Joanna,0,,,100,2,0,,NPC,,,,,,,,UI/NPCs/CorazonSantiago,,,true,VillagerFemale,,,,,,NPC_Corazon,,,,,,,,,,,,,,,,,true,,true,Defeated,4,
100,true,Commander,UnitData,30,100,100,Adonis,CorazonSantiagoEnemy,UI/NPCsPortraits/CorazonSantiago,100,,100,,CorazonSantiagoEnemy,100,Female,Joanna,0,8,true,100,2,0,,NPC,,,,,,CorazonBoss,,UI/NPCs/CorazonSantiago,,,,,,,,,,NPC_Corazon,,,,,,,,,,,,,,,,,true,,true,Defeated,4,
20,true,,UnitData,0,,15,Civilian,Deedee,UI/NPCsPortraits/DeedeeBoombastic,0,,50,,,20,Female,Amy,0,,true,50,2,0,,NPC,20,,,,,Skirmisher,,UI/NPCs/DeedeeBoombastic,,,,VillagerFemale,,,,0,,,,,,,,,,,,,,,,,,,true,,,,,
